Sector,CountryCode,CultureCode,CityName,Country,Population,PopulationRating,PopulationType,CityType1,CityType2,CityType3,CityType4,HVT,CrimeIndex,SafetyIndex,CityType
,52,2,Bohotle,Somalia,38428.00,2,Small Town,,,,,['Unknown Important Individual'],,,['Unknown']
,52,2,Merca,Somalia,666370.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,53,3,Johannesburg,South Africa,5782747.00,6,Large City,,,,,['Unknown Important Individual'],80.65,19.35,['Unknown']
JB9,53,3,Cape Town,South Africa,4617560.00,6,Large City,,,,,['Unknown Important Individual'],73.78,26.22,['Unknown']
,53,3,Ekurhuleni,South Africa,3894262.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
JO0,53,3,Durban,South Africa,3158313.00,6,Large City,,,,,['Unknown Important Individual'],80.84,19.16,['Unknown']
JO0,53,3,Pretoria,South Africa,2565660.00,6,Large City,,,,,['Unknown Important Individual'],81.94,18.06,['Unknown']
JI0,53,3,Port Elizabeth,South Africa,1253742.00,5,City,,,,,['Unknown Important Individual'],75.92,24.08,['Unknown']
,53,3,West Rand,South Africa,897609.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,53,3,Soshanguve,South Africa,853347.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,53,3,Vereeniging,South Africa,774031.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,53,3,Buffalo City,South Africa,708559.00,5,City,,,,,['Unknown Important Individual'],44.99,55.01,['Unknown']
JH9,53,3,Bloemfontein,South Africa,567029.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,53,3,Pietermaritzburg,South Africa,526912.00,5,City,,,,,['Unknown Important Individual'],79.73,20.27,['Unknown']
,53,3,Rustenburg,South Africa,509368.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Seoul,South Korea,9963452.00,6,Large City,,,,,['Unknown Important Individual'],26.32,73.68,['Unknown']
,54,6,Busan,South Korea,3465190.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Incheon,South Korea,2801039.00,6,Large City,,,,,['Unknown Important Individual'],30.92,69.08,['Unknown']
,54,6,Daegu,South Korea,2198962.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Daejon,South Korea,1565656.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Gwangju,South Korea,1521506.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Suweon,South Korea,1311321.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Yongin,South Korea,1083345.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Goyang,South Korea,1069196.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Changwon,South Korea,1055974.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Seongnam,South Korea,943768.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Ulsan,South Korea,910330.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Bucheon,South Korea,832093.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Ansan,South Korea,760764.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Cheongju,South Korea,717027.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Cheonan,South Korea,679802.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Jeonju,South Korea,663145.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,54,6,Anyang,South Korea,567945.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,55,9,Madrid,Spain,6617513.00,6,Large City,,,,,['Unknown Important Individual'],29.42,70.58,['Unknown']
,55,9,Barcelona,Spain,5585556.00,6,Large City,,,,,['Unknown Important Individual'],45.51,54.49,['Unknown']
,55,9,Valencia,Spain,833724.00,5,City,,,,,['Unknown Important Individual'],25.66,74.34,['Unknown']
,55,9,Zaragoza,Spain,730828.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,55,9,Seville,Spain,703790.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,55,9,Malaga,Spain,590032.00,5,City,,,,,['Unknown Important Individual'],27.56,72.44,['Unknown']
,56,5,Colombo,Sri Lanka,612535.00,5,City,Industrial,Resort,Company,,['Unknown Important Individual'],40.14,59.86,['Unknown']
,57,1,Khartoum,Sudan,5828858.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
JH1,57,1,Nyala,Sudan,922532.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
IZ8,58,9,Stockholm,Sweden,1632798.00,6,Large City,,,,,['Unknown Important Individual'],45.10,54.90,['Unknown']
IT8,58,9,Gothenburg,Sweden,610521.00,5,City,,,,,['Unknown Important Individual'],46.43,53.57,['Unknown']
,59,9,Zurich,Switzerland,1395356.00,5,City,Industrial,,,,['Unknown Important Individual'],16.40,83.60,['Unknown']
,59,9,Geneva,Switzerland,613373.00,5,City,Political,Industrial,,,['Unknown Important Individual'],27.26,72.74,['Unknown']
,59,9,Basel,Switzerland,559027.00,5,City,Industrial,,,,['Unknown Important Individual'],20.44,79.56,['Unknown']
,60,14,Damascus,Syria,2392045.00,6,Large City,,,,,['Unknown Important Individual'],68.40,31.60,['Unknown']
,60,14,Aleppo,Syria,1916781.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,60,14,Homs,Syria,1335804.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,60,14,Hamah,Syria,921502.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,60,14,Lattakia,Syria,655714.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,60,14,Al-Raqqa,Syria,521537.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,61,6,Xinbei,Taiwan,4398383.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,61,6,Taibei,Taiwan,2721485.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,61,6,Taoyuan,Taiwan,2245162.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,61,6,Gaoxiong,Taiwan,1537640.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,61,6,Taizhong,Taiwan,1320591.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,61,6,Tainan,Taiwan,849996.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,62,4,Dushanbe,Tajikistan,915712.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,63,2,Dar es Salaam,Tanzania,6701650.00,6,Large City,,,,,['Unknown Important Individual'],61.69,38.31,['Unknown']
,63,2,Mwanza,Tanzania,1120430.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,63,2,Zanzibar,Tanzania,705078.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,63,2,Mbeya,Tanzania,566065.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Bangkok,Thailand,10539415.00,7,Mega City,,,,,['Unknown Important Individual'],41.08,58.92,['Unknown']
,64,6,Chon Buri,Thailand,1398645.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Samut Prakan,Thailand,1306937.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Chiang Mai,Thailand,1166978.00,5,City,,,,,['Unknown Important Individual'],23.98,76.02,['Unknown']
,64,6,Songkhla,Thailand,966597.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Nonthaburi,Thailand,962694.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Pathum Thani,Thailand,913741.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Nakhon Ratchasima,Thailand,774022.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Samut Sakhon,Thailand,578273.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Udon Thani,Thailand,570115.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Chiang Rai,Thailand,549966.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Rayong,Thailand,538150.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Kalasin,Thailand,517635.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Nakhon Pathom,Thailand,503271.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,64,6,Khon-Kaen,Thailand,502594.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,,2,Lome,Togo,1827878.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,,12,Port of Spain,Trinidad and Tobago,544207.00,5,City,,,,,['Unknown Important Individual'],74.86,25.14,['Unknown']
,99,1,Tunis,Tunisia,2365201.00,6,Large City,,,,,['Unknown Important Individual'],47.55,52.45,['Unknown']
,99,1,Safaqis,Tunisia,630175.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Istanbul,Turkey,15190336.00,7,Mega City,,,,,['Unknown Important Individual'],47.50,52.50,['Unknown']
,65,14,Ankara,Turkey,5117603.00,6,Large City,,,,,['Unknown Important Individual'],39.69,60.31,['Unknown']
,65,14,Izmir,Turkey,2992953.00,6,Large City,,,,,['Unknown Important Individual'],28.26,71.74,['Unknown']
,65,14,Bursa,Turkey,1986268.00,6,Large City,,,,,['Unknown Important Individual'],28.00,72.00,['Unknown']
,65,14,Adana,Turkey,1770850.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Gaziantep,Turkey,1704118.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Konya,Turkey,1328136.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Antalya,Turkey,1253872.00,5,City,,,,,['Unknown Important Individual'],27.17,72.83,['Unknown']
,65,14,Diyarbakir,Turkey,1039492.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Mersin,Turkey,1016019.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Kayseri,Turkey,973506.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Eskisehir,Turkey,783669.00,5,City,,,,,['Unknown Important Individual'],17.58,82.42,['Unknown']
,65,14,Gebze,Turkey,744674.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Denizli,Turkey,644782.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Samsun,Turkey,642592.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Sanliurfa,Turkey,590522.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Kahramanmaras,Turkey,546688.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Sakarya,Turkey,539445.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,65,14,Van,Turkey,511391.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,,4,Ashgabat,Turkmenistan,846255.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
JT5,65,3,Kampala,Uganda,1650800.00,6,Large City,Temple,,,,['Unknown Important Individual'],,,['Unknown']
,66,10,Kiev,Ukraine,2988176.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,66,10,Kharkiv,Ukraine,1429004.00,5,City,,,,,['Unknown Important Individual'],48.39,51.61,['Unknown']
,66,10,Odesa,Ukraine,1009289.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,66,10,Dnipro,Ukraine,957345.00,5,City,,,,,['Unknown Important Individual'],53.37,46.63,['Unknown']
,66,10,Donetsk,Ukraine,905530.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,66,10,Zaporizhzhya,Ukraine,736167.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,66,10,Lviv,Ukraine,723758.00,5,City,,,,,['Unknown Important Individual'],41.43,58.57,['Unknown']
,66,10,Kryvyi Rih,Ukraine,618706.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,67,9,Dubai,United Arab Emirates,2878344.00,6,Large City,,,,,['Unknown Important Individual'],16.56,83.44,['Unknown']
,67,9,Sharjah,United Arab Emirates,1684649.00,6,Large City,,,,,['Unknown Important Individual'],16.41,83.59,['Unknown']
,67,9,Abu Dhabi,United Arab Emirates,1482816.00,5,City,,,,,['Unknown Important Individual'],11.54,88.46,['Unknown']
,67,9,Al-Ain,United Arab Emirates,610887.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
IB7,68,9,London,United Kingdom,9304016.00,6,Large City,,,,,['Unknown Important Individual'],47.53,52.47,['Unknown']
IB6,68,9,Manchester,United Kingdom,2730076.00,6,Large City,,,,,['Unknown Important Individual'],56.15,43.85,['Unknown']
IB6,68,9,Leeds,United Kingdom,792525.00,5,City,,,,,['Unknown Important Individual'],42.20,57.80,['Unknown']
IB6,68,9,Birmingham,United Kingdom,2607437.00,6,Large City,,,,,['Unknown Important Individual'],59.56,40.44,['Unknown']
IB6,68,9,West Yorkshire,United Kingdom,1889095.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
IB5,68,9,Glasgow,United Kingdom,1673332.00,6,Large City,Seaport,,,,['Unknown Important Individual'],43.86,56.14,['Unknown']
IB7,68,9,Southampton,United Kingdom,927916.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
IB6,68,9,Liverpool,United Kingdom,901708.00,5,City,,,,,['Unknown Important Individual'],44.35,55.65,['Unknown']
,68,9,Newcastle upon Tyne,United Kingdom,809481.00,5,City,,,,,['Unknown Important Individual'],38.67,61.33,['Unknown']
,68,9,Nottingham,United Kingdom,787610.00,5,City,,,,,['Unknown Important Individual'],47.38,52.62,['Unknown']
,68,9,Sheffield,United Kingdom,730158.00,5,City,,,,,['Unknown Important Individual'],44.11,55.89,['Unknown']
IB7,68,9,Bristol,United Kingdom,686210.00,5,City,,,,,['Unknown Important Individual'],41.25,58.75,['Unknown']
HV5,68,9,Belfast,United Kingdom,630632.00,5,City,,,,,['Unknown Important Individual'],39.94,60.06,['Unknown']
IB7,68,9,Brighton,United Kingdom,606909.00,5,City,,,,,['Unknown Important Individual'],37.27,62.73,['Unknown']
,68,9,Leicester,United Kingdom,552178.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
IB5,68,9,Edinburgh,United Kingdom,536775.00,5,City,,,,,['Unknown Important Individual'],30.57,69.43,['Unknown']
IB7,68,9,Bournemouth,United Kingdom,505687.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
EU6,69,14,New York City,United States,8323340.00,6,Large City,Industrial,Resort,,,['Unknown Important Individual'],50.16,53.04,['Unknown']
CR8,69,14,Los Angeles,United States,4015940.00,6,Large City,Industrial,Military,,,['Unknown Important Individual'],48.41,51.59,['Unknown']
FA6,69,14,Cambridge,United States,116632.00,3,Town,Educational,,,,['Unknown Important Individual'],27.80,72.20,['Unknown']
EC2,69,14,Chicago,United States,2694240.00,6,Large City,,,,,['Unknown Important Individual'],64.81,35.19,['Unknown']
DW4,69,14,Houston,United States,2340890.00,6,Large City,Industrial,,,,['Unknown Important Individual'],63.89,36.11,['Unknown']
DE1,69,14,Phoenix,United States,1703080.00,6,Large City,Resort,,,,['Unknown Important Individual'],52.10,47.90,['Unknown']
EU6,69,14,Philadelphia,United States,1591800.00,6,Large City,,,,,['Unknown Important Individual'],61.51,38.49,['Unknown']
DQ3,69,14,San Antonio,United States,1578030.00,6,Large City,,,,,['Unknown Important Individual'],48.68,51.32,['Unknown']
CY0,69,14,San Diego,United States,1447100.00,5,City,,,,,['Unknown Important Individual'],36.51,63.49,['Unknown']
DW4,69,14,Dallas,United States,1382270.00,5,City,Industrial,,,,['Unknown Important Individual'],49.71,50.29,['Unknown']
DQ3,69,14,San Jose,United States,1033670.00,5,City,Political,Industrial,Company,,['Unknown Important Individual'],46.53,53.47,['Unknown']
DQ3,69,14,Austin,United States,988218.00,5,City,Political,Educational,,,['Unknown Important Individual'],35.80,64.20,['Unknown']
DW4,69,14,Fort Worth,United States,932116.00,5,City,Military,,,,['Unknown Important Individual'],45.13,55.65,['Unknown']
EO7,69,14,Jacksonville,United States,926371.00,5,City,,,,,['Unknown Important Individual'],58.04,41.96,['Unknown']
EI4,69,14,Columbus,United States,922223.00,5,City,Military,,,,['Unknown Important Individual'],43.43,56.57,['Unknown']
EO6,69,14,Charlotte,United States,905318.00,5,City,,,,,['Unknown Important Individual'],44.19,55.81,['Unknown']
CR7,69,14,San Francisco,United States,896047.00,5,City,Industrial,Educational,Seaport,Company,['Unknown Important Individual'],56.12,43.88,['Unknown']
EI4,69,14,Indianapolis,United States,875929.00,5,City,Political,,,,['Unknown Important Individual'],57.56,42.44,['Unknown']
CR5,69,14,Seattle,United States,783137.00,5,City,Company,,,,['Unknown Important Individual'],49.11,50.89,['Unknown']
DK0,69,14,Denver,United States,734134.00,5,City,,,,,['Unknown Important Individual'],43.15,56.85,['Unknown']
EO5,69,14,Washington,United States,720687.00,5,City,Political,Military,Educational,,['Unknown Important Individual'],57.83,42.17,['Unknown']
FA6,69,14,Boston,United States,710195.00,5,City,,,,,['Unknown Important Individual'],35.52,64.48,['Unknown']
DK2,69,14,El Paso,United States,685575.00,5,City,,,,,['Unknown Important Individual'],32.04,67.96,['Unknown']
EI5,69,14,Nashville,United States,673167.00,5,City,,,,,['Unknown Important Individual'],47.78,52.22,['Unknown']
EO5,69,14,Alexandria,United States,159428.00,4,Small City,,,,,['Unknown Important Individual'],39.06,60.94,['Unknown']
EI5,69,14,Decatur,United States,71290.00,2,Small Town,,,,,['Unknown Important Individual'],34.75,65.20,['Unknown']
EO8,69,14,West Palm Beach,United States,111955.00,3,Town,Resort,,,,['Unknown Important Individual'],53.91,46.09,['Unknown']
EI3,69,14,Detroit,United States,667272.00,5,City,Industrial,,,,['Unknown Important Individual'],73.47,26.53,['Unknown']
CR5,69,14,Portland,United States,664103.00,5,City,,,,,['Unknown Important Individual'],48.76,51.24,['Unknown']
CX9,69,14,Las Vegas,United States,662000.00,5,City,Resort,,,,['Unknown Important Individual'],56.19,43.81,['Unknown']
DW3,69,14,Oklahoma City,United States,655407.00,5,City,,,,,['Unknown Important Individual'],48.85,49.32,['Unknown']
EU7,69,14,Maple Hill,United States,3012.00,2,Small Town,,,,,['Unknown Important Individual'],26.13,71.80,['Unknown']
EC4,69,14,Memphis,United States,647374.00,5,City,,,,,['Unknown Important Individual'],74.81,25.19,['Unknown']
EI4,69,14,Louisville,United States,624890.00,5,City,,,,,['Unknown Important Individual'],52.80,47.20,['Unknown']
EU6,69,14,Baltimore,United States,590479.00,5,City,Industrial,,,,['Unknown Important Individual'],74.61,25.39,['Unknown']
DW4,69,14,Galveston,United States,50457.00,2,Small Town,Resort,Seaport,,,['Unknown Important Individual'],40.06,58.13,['Unknown']
DW4,69,14,Beaumont,United States,118428.00,3,Town,Industrial,,,,['Unknown Important Individual'],34.19,68.21,['Unknown']
EC5,69,14,New Orleans,United States,391006.00,5,City,Seaport,Resort,,,['Unknown Important Individual'],64.54,35.46,['Unknown']
EC5,69,14,Mobile,United States,189572.00,4,Small City,,,,,['Unknown Important Individual'],64.14,31.90,['Unknown']
EC5,69,14,Pensacola,United States,9305.00,2,Small Town,Seaport,Military,,,['Unknown Important Individual'],55.13,44.71,['Unknown']
EI6,69,14,Panama City Beach,United States,13065.00,2,Small Town,,,,,['Unknown Important Individual'],46.75,53.25,['Unknown']
EI6,69,14,Tallahasse,United States,193551.00,4,Small City,Political,Educational,,,['Unknown Important Individual'],58.94,38.12,['Unknown']
EO7,69,14,Jacksonville,United States,903889.00,5,City,Seaport,,,,['Unknown Important Individual'],58.04,41.96,['Unknown']
EO7,69,14,Daytona Beach,United States,68866.00,2,Small Town,Resort,,,,['Unknown Important Individual'],59.24,37.26,['Unknown']
EO7,69,14,Savannah,United States,145862.00,3,Town,,,,,['Unknown Important Individual'],57.74,42.26,['Unknown']
EI4,69,14,Columbus,United States,892533.00,5,City,,,,,['Unknown Important Individual'],43.43,56.57,['Unknown']
EI5,69,14,Atlanta,United States,498044.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],62.00,38.00,['Unknown']
DK2,69,14,El Paso,United States,682669.00,5,City,,,,,['Unknown Important Individual'],32.04,67.96,['Unknown']
DE1,69,14,Tucson,United States,545975.00,5,City,,,,,['Unknown Important Individual'],50.52,49.48,['Unknown']
DE1,69,14,Phoenix,United States,1660000.00,6,Large City,Company,Resort,,,['Unknown Important Individual'],52.10,47.90,['Unknown']
CY0,69,14,San Diego,United States,1426000.00,5,City,Seaport,Military,Resort,Company,['Unknown Important Individual'],36.51,63.49,['Unknown']
CR8,69,14,Long Beach,United States,467354.00,5,City,Seaport,,,,['Unknown Important Individual'],55.26,42.97,['Unknown']
CX9,69,14,Anaheim,United States,352005.00,5,City,Resort,Company,,,['Unknown Important Individual'],52.46,45.18,['Unknown']
CR6,69,14,Medford,United States,82347.00,2,Small Town,,,,,['Unknown Important Individual'],25.36,68.54,['Unknown']
CR6,69,14,Eugene,United States,171245.00,4,Small City,Company,,,,['Unknown Important Individual'],26.31,75.16,['Unknown']
DD9,69,14,Provo,United States,116702.00,3,Town,Educational,,,,['Unknown Important Individual'],32.14,68.68,['Unknown']
DD9,69,14,Ogden,United States,87325.00,2,Small Town,Mining,,,,['Unknown Important Individual'],45.30,62.44,['Unknown']
DW3,69,14,Springfield,United States,168122.00,4,Small City,,,,,['Unknown Important Individual'],55.91,23.45,['Unknown']
EC3,69,14,Peoria,United States,111388.00,3,Town,Industrial,,,,['Unknown Important Individual'],59.42,45.77,['Unknown']
EC3,69,14,Evansville,United States,117963.00,3,Town,,,,,['Unknown Important Individual'],45.62,55.48,['Unknown']
DK0,69,14,Fort Collins,United States,167830.00,4,Small City,Industrial,,,,['Unknown Important Individual'],25.85,72.65,['Unknown']
EU7,69,14,Virginia Beach,United States,450189.00,5,City,Military,Seaport,,,['Unknown Important Individual'],42.13,58.16,['Unknown']
EO6,69,14,Richmond,United States,228783.00,4,Small City,Industrial,Political,,,['Unknown Important Individual'],45.02,54.98,['Unknown']
EI5,69,14,Knoxville,United States,187500.00,4,Small City,Educational,Industrial,,,['Unknown Important Individual'],55.17,38.00,['Unknown']
EI4,69,14,Toledo,United States,274975.00,5,City,Industrial,,,,['Unknown Important Individual'],61.22,50.94,['Unknown']
EI3,69,14,Ann Arbor,United States,121890.00,3,Town,Educational,Industrial,,,['Unknown Important Individual'],68.55,43.59,['Unknown']
DK1,69,14,Santa Fe,United States,84612.00,2,Small Town,Educational,Resort,,,['Unknown Important Individual'],54.32,47.97,['Unknown']
DQ2,69,14,Amarillo,United States,199924.00,4,Small City,Industrial,Mining,,,['Unknown Important Individual'],22.73,70.16,['Unknown']
DW3,69,14,Norman,United States,123471.00,3,Town,,,,,['Unknown Important Individual'],71.17,38.00,['Unknown']
DQ2,69,14,Lubbock,United States,258862.00,5,City,Educational,,,,['Unknown Important Individual'],52.44,50.94,['Unknown']
EI5,69,14,Chattanooga,United States,180557.00,4,Small City,,,,,['Unknown Important Individual'],42.45,40.59,['Unknown']
EI5,69,14,Huntsville,United States,197318.00,4,Small City,Military,Industrial,,,['Unknown Important Individual'],34.14,45.97,['Unknown']
E07,69,14,Charleson,United States,133762.00,3,Town,Military,,,,['Unknown Important Individual'],59.24,37.26,['Unknown']
DK1,69,14,Albuquerque,United States,561188.00,5,City,,,,,['Unknown Important Individual'],68.94,29.99,['Unknown']
DE1,69,14,Tucson,United States,553871.00,5,City,Educational,,,,['Unknown Important Individual'],50.52,49.48,['Unknown']
CR8,69,14,Fresno,United States,525010.00,5,City,Industrial,,,,['Unknown Important Individual'],53.59,46.19,['Unknown']
E08,69,14,Miami,United States,2700000.00,6,Large City,Resort,Seaport,,,['Unknown Important Individual'],53.15,46.85,['Unknown']
EO8,69,14,Orlando,United States,285713.00,5,City,Resort,,,,['Unknown Important Individual'],51.93,48.07,['Unknown']
EI5,69,14,Atlanta,United States,523738.00,5,City,Industrial,Company,Educational,,['Unknown Important Individual'],62.00,38.00,['Unknown']
CR7,69,14,Sacramento,United States,2414783.00,6,Large City,Political,,,,['Unknown Important Individual'],49.06,50.94,['Unknown']
DW2,69,14,Kansas City,United States,459787.00,5,City,Industrial,Mining,,,['Unknown Important Individual'],59.41,40.59,['Unknown']
,,4,Montevideo,Uruguay,1752388.00,6,Large City,,,,,['Unknown Important Individual'],54.03,45.97,['Unknown']
LJ4,,4,Tashkent,Uzbekistan,2517381.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
LD3,,4,Samarkand,Uzbekistan,578762.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
LJ4,,4,Namangan,Uzbekistan,528763.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
FB3,70,12,Caracas,Venezuela,2938992.00,6,Large City,Political,Military,,,['Unknown Important Individual'],84.68,15.32,['Unknown']
FB3,70,12,Maracaibo,Venezuela,2257999.00,6,Large City,Political,Industrial,Seaport,,['Unknown Important Individual'],,,['Unknown']
EV3,70,12,San Cristobal,Venezuela,282830.00,5,City,Political,,,,['Unknown Important Individual'],84.98,13.17,['Unknown']
FB3,70,12,Valencia,Venezuela,1910188.00,6,Large City,Industrial,Company,Political,,['Unknown Important Individual'],25.66,74.34,['Unknown']
FB3,70,12,Barquisimeto,Venezuela,1214362.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],,,['Unknown']
FB3,70,12,Maracay,Venezuela,1203227.00,5,City,Military,Resort,,,['Unknown Important Individual'],,,['Unknown']
FH5,70,12,Ciudad Guayana,Venezuela,917700.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
FH4,70,12,Barcelona-Puerto La Cruz,Venezuela,793641.00,5,City,,,,,['Unknown Important Individual'],45.51,54.49,['Unknown']
FH5,70,12,Maturin,Venezuela,694716.00,5,City,Temple,,,,['Unknown Important Individual'],,,['Unknown']
FB3,70,12,Cabimas,Venezuela,578222.00,5,City,Seaport,Temple,,,['Unknown Important Individual'],,,['Unknown']
NA7,71,6,Ho Chi Minh City,Vietnam,8602317.00,6,Large City,Political,,,,['Unknown Important Individual'],54.24,45.76,['Unknown']
NA5,71,6,Hanoi,Vietnam,4678198.00,6,Large City,,,,,['Unknown Important Individual'],37.41,62.59,['Unknown']
NA7,71,6,Can Tho,Vietnam,1617602.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
NA5,71,6,Hai Phong,Vietnam,1300088.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
NA6,71,6,Da Nang,Vietnam,1125316.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
NA7,71,6,Bien Hoa,Vietnam,1013064.00,5,City,Political,,,,['Unknown Important Individual'],,,['Unknown']
KF4,72,14,Sanaa,Yemen,2972988.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
KF5,72,14,Aden,Yemen,980455.00,5,City,Seaport,Industrial,,,['Unknown Important Individual'],,,['Unknown']
KF5,72,14,Taiz,Yemen,845154.00,5,City,Military,,,,['Unknown Important Individual'],74.13,26.97,['Unknown']
KF5,72,14,Al-Hudaydah,Yemen,668899.00,5,City,Seaport,Industrial,,,['Unknown Important Individual'],64.13,32.47,['Unknown']
KF5,72,14,Ibb,Yemen,648889.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
KL6,72,14,Al-Mukalla,Yemen,506356.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
JT8,73,3,Chipata,Zambia,635783.00,5,City,Company,Educational,,,['Unknown Important Individual'],42.91,54.52,['Unknown']
